gen,nevals,avg,std,min,max
0,60,[9.41666667],[0.64009548],[8.],[10.]
1,0,[8.81666667],[0.38693956],[8.],[9.]
2,0,[8.38333333],[0.4861984],[8.],[9.]
3,0,[8.],[0.],[8.],[8.]
4,0,[8.],[0.],[8.],[8.]
5,0,[8.],[0.],[8.],[8.]
6,0,[8.],[0.],[8.],[8.]
7,0,[8.],[0.],[8.],[8.]
8,0,[8.],[0.],[8.],[8.]
9,0,[8.],[0.],[8.],[8.]
10,0,[8.],[0.],[8.],[8.]
11,0,[8.],[0.],[8.],[8.]
12,0,[8.],[0.],[8.],[8.]
13,0,[8.],[0.],[8.],[8.]
14,0,[8.],[0.],[8.],[8.]
15,0,[8.],[0.],[8.],[8.]
16,0,[8.],[0.],[8.],[8.]
17,0,[8.],[0.],[8.],[8.]
18,0,[8.],[0.],[8.],[8.]
19,0,[8.],[0.],[8.],[8.]
20,0,[8.],[0.],[8.],[8.]
21,0,[8.],[0.],[8.],[8.]
22,0,[8.],[0.],[8.],[8.]
23,0,[8.],[0.],[8.],[8.]
24,0,[8.],[0.],[8.],[8.]
25,0,[8.],[0.],[8.],[8.]
26,0,[8.],[0.],[8.],[8.]
27,0,[8.],[0.],[8.],[8.]
28,0,[8.],[0.],[8.],[8.]
29,0,[8.],[0.],[8.],[8.]
30,0,[8.],[0.],[8.],[8.]
31,0,[8.],[0.],[8.],[8.]
32,0,[8.],[0.],[8.],[8.]
33,0,[8.],[0.],[8.],[8.]
34,0,[8.],[0.],[8.],[8.]
35,0,[8.],[0.],[8.],[8.]
36,0,[8.],[0.],[8.],[8.]
37,0,[8.],[0.],[8.],[8.]
38,0,[8.],[0.],[8.],[8.]
39,0,[8.],[0.],[8.],[8.]
40,0,[8.],[0.],[8.],[8.]
41,0,[8.],[0.],[8.],[8.]
42,0,[8.],[0.],[8.],[8.]
43,0,[8.],[0.],[8.],[8.]
44,0,[8.],[0.],[8.],[8.]
45,0,[8.],[0.],[8.],[8.]
46,0,[8.],[0.],[8.],[8.]
47,0,[8.],[0.],[8.],[8.]
48,0,[8.],[0.],[8.],[8.]
49,0,[8.],[0.],[8.],[8.]
50,0,[8.],[0.],[8.],[8.]
51,0,[8.],[0.],[8.],[8.]
52,0,[8.],[0.],[8.],[8.]
53,0,[8.],[0.],[8.],[8.]
54,0,[8.],[0.],[8.],[8.]
55,0,[8.],[0.],[8.],[8.]
56,0,[8.],[0.],[8.],[8.]
57,0,[8.],[0.],[8.],[8.]
58,0,[8.],[0.],[8.],[8.]
59,0,[8.],[0.],[8.],[8.]
60,0,[8.],[0.],[8.],[8.]
61,0,[8.],[0.],[8.],[8.]
62,0,[8.],[0.],[8.],[8.]
63,0,[8.],[0.],[8.],[8.]
64,0,[8.],[0.],[8.],[8.]
65,0,[8.],[0.],[8.],[8.]
66,0,[8.],[0.],[8.],[8.]
67,0,[8.],[0.],[8.],[8.]
68,0,[8.],[0.],[8.],[8.]
69,0,[8.],[0.],[8.],[8.]
70,0,[8.],[0.],[8.],[8.]
,,,,,
gen,nevals,avg,std,min,max
0,60,[9.48333333],[0.59137317],[8.],[10.]
1,8,[8.78333333],[0.41197357],[8.],[9.]
2,10,[8.4],[0.48989795],[8.],[9.]
3,7,[8.],[0.],[8.],[8.]
4,13,[8.],[0.],[8.],[8.]
5,11,[8.],[0.],[8.],[8.]
6,7,[8.],[0.],[8.],[8.]
7,13,[7.98333333],[0.1280191],[7.],[8.]
8,10,[7.95],[0.21794495],[7.],[8.]
9,9,[7.86666667],[0.33993463],[7.],[8.]
10,8,[7.66666667],[0.47140452],[7.],[8.]
11,5,[7.11666667],[0.32102267],[7.],[8.]
12,9,[6.98333333],[0.1280191],[6.],[7.]
13,9,[6.96666667],[0.17950549],[6.],[7.]
14,14,[6.96666667],[0.17950549],[6.],[7.]
15,13,[6.9],[0.3],[6.],[7.]
16,6,[6.76666667],[0.42295258],[6.],[7.]
17,16,[6.4],[0.48989795],[6.],[7.]
18,7,[5.98333333],[0.1280191],[5.],[6.]
